Practice Number,Practice Name,Dispensing,Physical Address,City or Town,Province,Telephone Number,Longitude,Latitude,Map
1439057,MARIVATE,Yes,"9128 Mosoane Street, Ga-rankuwa Zone 1",Ga-Rankuwa,North West,012 7031294,27°59′8.745″E,25°36′56.626″S,View Map
1439308,PATEL AHMED E & PARTNER,Yes,"Suite 206 Mogwase Shopping, Complex 1401 Thlanthlagane, Mogwase",Rustenburg,North West,014 5555712,27°14′55.554″E,25°15′31.955″S,View Map
1448757,CLOETE,Yes,"2 Meyer Street, Swartruggens",Swartruggens,North West,018 0005287,27°5′46.85″E,26°41′29.626″S,View Map
1457349,NASSIR,Yes,"4 Benji Oliphant Road, Uraniaville",Klerksdorp,North West,018 4692232,26°37′14.331″E,26°52′32.612″S,View Map
880175,DR PM DE KOCK VENNOOTSKAP,Yes,"Carpe Diem Medical Centre, 13th Avenue 190 Opal Street Nort",Northam,North West,014 7771037,,,
945005,ILUYOMADE,Yes,"762 Freedom Park Phase 1, Rustenburg",Rustenburg,North West,074 3461213,27°14′6.995″E,25°33′47.3″S,View Map
974366,"DRS FONTAINE, LUBIKU AND PARTNER",Yes,"Shop 112 City Mall, Cnr O R Tambo & Neser Street, Klerksdorp",Klerksdorp,North West,018 1500789,26°39′54.083″E,26°52′15.476″S,View Map
988111,MAVURU,No,"Plot 434, Uitvalgrond",De Wildt,North West, ,,,
1057081,NEMUTADONI,Yes,"Shop 8 Medicum Building, 9 Watsonia Street, Thabazimbi",Thabazimbi,North West,014 7721523,27°24′44.955″E,24°35′18.553″S,View Map
1401637,SCHMITZ,Yes,"33 Van Riebeeck Street, Ventersdorp",Ventersdorp,North West,018 2643076,26°49′28.799″E,26°19′0″S,View Map
1402749,CONRADIE,Yes,"26 Dr James Moroka Avenue, Potchefstroom",Potchefstroom,North West,018 2978541,27°6′1.592″E,26°42′40.442″S,View Map
1402919,BESTER,No,"Shop 3 Silverside Centre, Die Ou Wapad Street, Ifafi",Hartbeespoort,North West,012 2590563,27°54′2.798″E,25°44′17.689″S,View Map
1413244,KLOPPER,Yes,"4 Fatima Bhayat Street, Rustenburg",Rustenburg,North West, ,27°14′15.137″E,25°39′49.005″S,View Map
475777,ZWANE,Yes,"Undisclosed, Segwaelane",Brits,North West,072 9052444,27°36′50.925″E,25°39′48.768″S,View Map
485101,FERNANDEZ SILVA,No,"Vmv Medical Centre, 90 Agnew Street, Carletonville",Carletonville,North West,018 7883035,27°23′59.496″E,26°21′0.738″S,View Map
500461,LEGABE,Yes,"Shop 87 Boitekong Mall, Tlou Street, Paardekraal",Rustenburg,North West,014 9400222,27°16′33.302″E,25°36′38.308″S,View Map
524050,KWINDA,Yes,"House 1887b Legalaopeng Section, Bapong",Brits,North West,012 2511518,27°40′22.674″E,25°43′4.123″S,View Map
607150,DR ML MORWE INC,Yes,"Ditsobotla Medical Centre, 65 Lang Street, Lichtenburg",Lichtenburg,North West,018 6323263,26°9′23.231″E,26°9′8.868″S,View Map
610410,RAGIE,Yes,"12 Gerrit Maritz Street, Zeerust",Zeerust,North West,018 6421147,26°4′47.342″E,25°32′36.698″S,View Map
195073,MADIOPE,Yes,"Room 4, 116 Leyds Street, Rustenburg",Rustenburg,North West,063 8755928,27°14′24.6″E,25°39′51.53″S,View Map
205834,JOGI,Yes,166 Klopper Street,Rustenburg,North West,014 5971254,27°14′0″E,25°40′2.208″S,View Map
260193,BOGOPA,Yes,"Shop 1 Shoprite Complex, Main Road, Marikana",Rustenburg,North West,069 5222896,27°29′23.562″E,25°41′35.473″S,View Map
262005,NDHLOVU,Yes,15 Loopapruit Avenue,Fochville,North West,018 7715325,29°27′0.121″E,23°54′34.454″S,View Map
294446,CHITTIGADU,Yes,"Shop 1, 30 Flint Street, Carletonville",Carletonville,North West,018 7862166,27°24′11.751″E,26°21′19.456″S,View Map
312797,MTOLO,No,808 Marikana Road,Marikana,North West,082 2933481,27°32′16.08″E,25°41′4.2″S,View Map
342270,BEYERS,Yes,"Vaalbos Avenue, Marikana",Rustenburg,North West,072 4680160,27°14′17.592″E,25°40′27.66″S,View Map
469092,DE WET,No,"Cnr Kraalkop & President Street, Fochville",Fochville,North West,018 7712345,27°29′32.426″E,26°29′37.149″S,View Map
28673,MOKOENA,Yes,"Unit 1, 2561 Molebatsi Lane, Mmabatho",Mmabatho,North West,018 3847763,25°37′8.746″E,25°50′25.621″S,View Map
51314,NSENDA,Yes,"Close To Zone 16, Ga-rankuwa",Ga-Rankuwa,North West,012 7034561,28°2′33.56″E,25°30′16.298″S,View Map
82856,PRETORIUS G C & ASSOCIATES INCOR,No,"Cnr President Mbeki Drive & Von, Wielligh Street, Rustenburg",Rustenburg,North West,014 5235100,27°14′6.922″E,25°40′15.585″S,View Map
136743,KABONGO,Yes,"4 Cnr R565 & Sun City Road, Phokeng",Rustenburg,North West,014 5664966,27°9′41.686″E,25°35′22.964″S,View Map
151610,HAFFEJEE,Yes,"5 Steyn Street, Koster",Koster,North West,014 5434528,26°53′50.415″E,25°52′14.409″S,View Map
172170,STEYN,Yes,"46b Mark Street, Bloemhof",Bloemhof,North West,053 4331283,26°19′16.975″E,26°20′28.097″S,View Map
1578103,STEENKAMP & CONRADIE INC,No,"28 Hertzog Street, Hartswater",Hartswater,Northern Cape,053 4740157,24°48′41.507″E,27°45′10.405″S,View Map
146099,MOKOENA,Yes,"161 Maputle Street, Vergenoeg",Kimberley,Northern Cape,053 8711100,24°43′9.764″E,28°42′38.512″S,View Map
1582658,PHOLOHOLO,Yes,"Stand 7 Ganyesa Village, Shopping Complex Tosca Road, Ganyesa",Kagisano Rural,Northern Cape,053 9983622,24°10′17.211″E,26°35′34.464″S,View Map
1532987,HOLROYD,No,48 Long Street,Kimberley,Northern Cape,053 0450485,24°45′41.976″E,28°45′21.922″S,View Map
1551507,VISSER,Yes,"2 Swallow Street, Roodepan",Kimberley,Northern Cape,053 8733344,24°43′29.352″E,28°40′19.416″S,View Map
1551965,VAN DER MERWE,Yes,"6 Blinkklip Street, Postmasburg",Postmasburg,Northern Cape,053 3133453,23°3′57.233″E,28°19′45.161″S,View Map
1482262,KUHN,Yes,"45 D F Malan Street, Hartswater",Hartswater,Northern Cape,053 4740713,24°48′49.772″E,27°45′13.77″S,View Map
1488368,NEL,No,"Joes Shopping Centre, Hlalakwabafileyo Street, Pampierstad",Pampierstad,Northern Cape,053 9961936,24°41′15.314″E,27°46′44.085″S,View Map
1501100,HEUER,Yes,"146 Barkly Road, Homestead",Kimberley,Northern Cape,083 2309945,24°45′1.768″E,28°42′50.508″S,View Map
1502034,HEFER,Yes,"2 Swallow Street, Pescodia",Kimberley,Northern Cape,053 8733178,,,
1511084,ODENDAAL,Yes,"Medvend24 Centre, Ben Malan Street, Kuruman",Kuruman,Northern Cape,053 7120407,23°26′0.738″E,27°27′13.679″S,View Map
1445561,GHOOR Y A K & PARTNER,Yes,"131 Vry Street, Vryburg",Vryburg,Northern Cape,053 9274704,24°44′0.631″E,26°57′40.071″S,View Map
1474774,GROBBELAAR,Yes,"62 Erasmus Street, Warrenton",Warrenton,Northern Cape,053 4973173,24°50′52.706″E,28°6′46.575″S,View Map
1477595,VERMEULEN,No,"9 Van Riebeeck Street, Hopetown",Hopetown,Northern Cape,053 2030119,24°5′0.699″E,29°37′25.059″S,View Map
797901,MAMPUYA,No,"29 Arbek Street, Prieska",Northern Cape,Northern Cape,053 3531133,,,
868906,GRABE,Yes,"34 Van Riebeeck Street, Calvinia",Calvinia,Northern Cape,027 3411434,19°46′22.209″E,31°28′19.495″S,View Map
874574,KGOPUTSO,Yes,"Shop 30/31 New Centre, Vry Street, Vryburg",Vryburg,Northern Cape,053 9271703,24°44′8.808″E,26°57′38.079″S,View Map
1089986,SMIT,No,"1  2nd Avenue, Kakamas",Kakamas,Northern Cape,054 0500073,20°36′43.813″E,28°46′15.914″S,View Map
474738,MOKHALI,No,"12a Shone Street, Postmasburg",Postmasburg,Northern Cape,081 3074772,23°3′56.554″E,28°19′54.685″S,View Map
513466,OOSTHUIZEN J M  AND PARTNER,Yes,"61a Green Street, West End",Kimberley,Northern Cape,053 8613728,24°44′34.751″E,28°44′9.761″S,View Map
552305,KABE,No,"Erf 2773 Shop 2, Rietbok Street, Kathu",Kathu,Northern Cape,053 7231721,23°2′47.713″E,27°41′46.851″S,View Map
701599,MANENGA,No,"4 Waterboer Street, Barkly West",Barkly West,Northern Cape,053 5310694,24°31′8.435″E,28°32′7.772″S,View Map
719226,PILANE,Yes,"522 Hulana Street, Galeshewe",Kimberley,Northern Cape,053 8747745,24°44′11.304″E,28°43′4.416″S,View Map
728810,KOOPMAN,No,"35 Du Toit Street, Oosterville",Upington,Northern Cape,054 3321694,21°16′2.589″E,28°26′13.565″S,View Map
743356,JACOBS,Yes,"11 Eagle Street, Roodepan",Kimberley,Northern Cape,053 8734449,24°43′40.624″E,28°40′18.551″S,View Map
747874,TAQVI,Yes,"383 Shimane Street, Paballelo",Upington,Northern Cape,054 3321463,21°12′44.794″E,28°26′11.624″S,View Map
217603,HAARHOFF,Yes,"35 Erasmus Street, Warrenton",Warrenton,Northern Cape,053 4974991,24°50′59.066″E,28°6′38.385″S,View Map
249378,STRYDOM,No,"Vryburg Private Hospital, 67 Molopo Street, Vryburg",Vryburg,Northern Cape,053 9273940,24°43′21.593″E,26°56′47.6″S,View Map
268054,GOPANE,Yes,"757 Bree Street, Kuruman",Kuruman,Northern Cape,053 7120016,23°25′40.997″E,27°27′23.801″S,View Map
374199,BURGER,Yes,"5 Uitspan Street, Springbok",Springbok,Northern Cape,027 7121101,17°53′11.745″E,29°39′46.994″S,View Map
70416,JANSEN VAN VUUREN,Yes,"14 Jacob Street, Boshof",Boshof,Northern Cape,053 5410490,25°14′37.037″E,28°32′15.949″S,View Map
119938,MJOLI,No,"Room 301 Lenmed Kathu Private, Hospital Frikkie Meyer Street, Kathu",Kathu,Northern Cape,053 7231669,23°3′1.859″E,27°41′56.567″S,View Map
1578847,VAN NIEKERK,Yes,"325 Main Street, Taung Station",Taung,Northern Cape,053 9941953,24°44′52.411″E,27°33′44.196″S,View Map
192120,SMIT,No,"Unit 6d Park West Centre, Parklands Main Road, Parklands",Cape Town,Western Cape,021 5567717,18°30′41.762″E,33°48′33.395″S,View Map
202452,BURMEISTER,Yes,"19 Orange Street, Ceres",Ceres,Western Cape,023 3162050,19°18′46.606″E,33°22′0.363″S,View Map
207640,POTGIETER,Yes,"Kerk Street, Kylemore",Stellenbosch,Western Cape,021 8851087,18°56′57.363″E,33°54′46.591″S,View Map
216402,NAIDOO,Yes,"25 Plein Street, Vredenburg",Vredenburg,Western Cape,022 1001270,17°59′41.26″E,32°54′27.901″S,View Map
221988,DOWER,No,"Suite 4 E Coetzee Pharmacy, Building 72 York Street, George",George,Western Cape,044 8841218,22°27′15.127″E,33°57′45.347″S,View Map
233900,PARKER,Yes,"1 Stegman Road, Claremont",Cape Town,Western Cape,021 6831232,18°27′55.41″E,33°58′43.976″S,View Map
236411,MATJEKANE,Yes,"Shop 13 Khayelitsha Mall, Walter Sisulu Road, Khayelitsha",Cape Town,Western Cape,021 3613429,18°40′22.554″E,34°2′52.018″S,View Map
255629,PAULSE,Yes,"55 Victoria Road, Woodstock",Cape Town,Western Cape,021 7700078,18°26′47.729″E,33°55′44.967″S,View Map
269034,MOHAMED,Yes,"31 St Helena Street, Strandfontein",Cape Town,Western Cape,021 3933141,18°32′55.86″E,34°4′17.292″S,View Map
293822,CAMROODIEN-SURVE,Yes,"Cnr Klip & Lake Road, Grassy Park",Cape Town,Western Cape,021 7051923,18°30′6.343″E,34°2′10.742″S,View Map
302090,AKANA TSOBZE,Yes,19 Seringa Street,Thornton,Western Cape,021 3917939,18°32′35.16″E,33°53′34.08″S,View Map
340227,KLOPPER,No,"Shop Du12 Market Square, Beacon Way, Plettenberg Bay",Plettenberg Bay,Western Cape,044 5333499,23°22′11.241″E,34°2′35″S,View Map
352276,ROSSOUW,Yes,"20 Plein Street, Belmont Park",Cape Town,Western Cape,021 9871826,18°43′25.375″E,33°51′5.734″S,View Map
360724,HAFFEJEE INC,Yes,"242 Park Avenue, Rocklands",Cape Town,Western Cape,021 3913025,18°36′25.186″E,34°3′45.756″S,View Map
385190,SETOABA,Yes,"5 De Lille Street, Bellville",Cape Town,Western Cape,021 8014279,18°38′3.263″E,33°54′20.804″S,View Map
391670,HOOSAIN,Yes,"Cape Medical & Dental Centre, 297 Main Road, Kenilworth",Cape Town,Western Cape,021 7610427,18°28′9.873″E,33°59′35.139″S,View Map
431532,MARTIN,Yes,"34 Boundary Road, Retreat",Cape Town,Western Cape,021 7157145,18°28′13.67″E,34°3′37.646″S,View Map
447684,CYSTER,Yes,"Shop V6 Delft Mall, Cnr Hindle & Delft Main Road, Delft",Cape Town,Western Cape,021 9541990,18°38′42.086″E,33°58′35.753″S,View Map
458503,SADLER,No,"Riverside Cottage Clinic, 10 Rosendale Road, Rondebosch",Cape Town,Western Cape,021 6895141,18°28′13.948″E,33°57′46.521″S,View Map
10154,NAIDOO,Yes,"Kuwait Taxi Rank, 135 Njabulo Street, Khayelitsha Site C",Cape Town,Western Cape,021 9092615,18°38′53.636″E,34°0′58.208″S,View Map
29300,MARAIS,Yes,"82 Link Avenue, Macassar",Cape Town,Western Cape,021 8572906,18°45′18.05″E,34°3′27.842″S,View Map
36749,BOSMAN BRINK & GROENEVELD INCORP,No,"147 Dorp Street, Stellenbosch",Stellenbosch,Western Cape,021 8872820,18°51′41.01″E,33°56′19.94″S,View Map
36994,BLAAUW,Yes,"25 Plein Street, Vredenburg",Vredenburg,Western Cape,022 1250078,17°59′41.265″E,32°54′27.905″S,View Map
40304,OMAR,Yes,"Suite 3 Yasmeen House Cnr, Westfleur Circle & Mark Street, Atlantis",Cape Town,Western Cape,021 5726171,18°29′37.087″E,33°33′44.342″S,View Map
40983,WARLEY,Yes,"Good Health Primary Care Centre, 34 Main Road, Mowbray",Cape Town,Western Cape,021 6865093,18°28′19.388″E,33°56′59.487″S,View Map
47406,JANARI,Yes,"21 Joe Marks Boulevard, Retreat",Cape Town,Western Cape,021 7127700,18°28′9.521″E,34°3′43.877″S,View Map
55689,KHAN,Yes,"9 Victoria Avenue, Hout Bay",Cape Town,Western Cape,021 7902340,18°21′1.332″E,34°2′38.256″S,View Map
58602,RAWOOT,Yes,"116 10th Avenue, Kensington",Cape Town,Western Cape,021 5937000,18°30′37.87″E,33°54′43.681″S,View Map
59587,MULLER,Yes,"25 Plein Street, Vredenburg",Vredenburg,Western Cape,022 1250078,17°59′41.261″E,32°54′27.895″S,View Map
68551,DU TOIT,Yes,"1 Cnr Downing Street & Pallotti, Road, Montana",Cape Town,Western Cape, ,18°34′10.4″E,33°57′45.053″S,View Map
105708,MOODLEY,Yes,"68 Kasselsvlei Road, Bellville South",Cape Town,Western Cape,021 9514477,18°38′28.482″E,33°54′53.348″S,View Map
110159,COOMBES,Yes,"45 Ray Street, Macassar",Cape Town,Western Cape,021 8572150,18°46′30.486″E,34°3′48.82″S,View Map
111589,J N VOSLOO & W F D PIENAAR,Yes,"2 Main Road, Grabouw",Grabouw,Western Cape,021 8592850,18°59′9.927″E,34°9′36.233″S,View Map
115819,HISHAM,Yes,"1st Floor Main Road Medi Centre, 123 Main Road, Wynberg",Cape Town,Western Cape,021 7977508,18°28′9.973″E,34°0′23.749″S,View Map
117102,DE VILLIERS,No,"11b Ipic Shopping Centre, Sonstraal Cnr Langeberg Road &, Verdi Boulevard",Sonstraal Heights,Western Cape,021 9758611,18°40′31.02″E,33°50′10.947″S,View Map
119776,NAIDOO,Yes,"Cnr Washington Street &, Lerotholi Avenue, Langa",Cape Town,Western Cape,021 6940413,18°31′31.066″E,33°56′38.468″S,View Map
128880,FRY,Yes,"58 Akasia Avenue, Malmesbury",Malmesbury,Western Cape,022 4864355,18°42′24.843″E,33°27′40.202″S,View Map
130559,BAGWANDEEN,Yes,"Uwc, Robert Sobukwe Road, Bellville",Bellville,Western Cape,021 9592875,18°34′54.225″E,33°52′25.955″S,View Map
130893,GREEFF STOFBERG INCORPORATED,Yes,"6 Main Street, Vredenburg",Vredenburg,Western Cape,022 7131281,17°59′37.749″E,32°54′31.752″S,View Map
153206,RAMLAL,Yes,"Maitland Medical Centre, 220 Voortrekker Road, Maitland",Cape Town,Western Cape,021 5118741,18°28′55.582″E,33°55′26.12″S,View Map
162833,RINKWEST,Yes,"3 Vision House, 19 Parklands Main Rd",Parklands,Western Cape,021 5576933,,,
166804,JONKER,Yes,"7 Tuin Street, De Doorns",De Doorns,Western Cape,023 3562086,19°39′49.396″E,33°28′28.686″S,View Map
174432,VAWDA,Yes,"115 Fairbairn Street, Worcester",Worcester,Western Cape,023 3422437,19°27′22.122″E,33°39′6.509″S,View Map
177105,KADER,Yes,"16 Fir Road, Cloetesville",Stellenbosch,Western Cape,021 8896381,18°51′28.31″E,33°54′43.353″S,View Map
180548,BOSMAN JP & STYGER V,Yes,"55 Main Road, Gansbaai",Gans Bay,Western Cape,028 3841165,19°21′5.841″E,34°35′10.18″S,View Map
1476939,NEL INC,Yes,22 Eeufees Street,Wolseley,Western Cape,023 2311008,19°12′1.44″E,33°24′47.52″S,View Map
1477323,VAN ASWEGEN,Yes,"6 Fairview Centre, Caledon Street",Somerset West,Western Cape,021 8510665,26°4′47.64″E,25°32′36.6″S,View Map
815721,DR LG STOCKIGT INC,No,"33 Voortrekker Street, Beaufort West",Beaufort West,Western Cape,023 4152663,22°35′12.313″E,32°21′13.809″S,View Map
877603,DR NE VAN ASWEGEN INC,Yes,"51 Church Street, De Aar",De Aar,Western Cape,053 6312978,24°0′34.27″E,30°38′56.986″S,View Map
882909,DAWOOD,Yes,"16 Fir Road, Cloetesville",Stellenbosch,Western Cape,021 8896381,18°51′28.184″E,33°54′43.308″S,View Map
933988,DR  JR BENEKE INCORPERATED,No,"111 Montagu Street, Mossel Bay",Mossel Bay,Western Cape,044 6903545,22°8′30.169″E,34°11′1.221″S,View Map
934194,SEBESTENY,Yes,"Shop 6 Sonata Place, Sonata Lane",Mitchells Plain,Western Cape,021 3926141,,,
934720,DR Z DADAKER AND DR M KADER INC,Yes,"Cnr 1st Avenue & Klipfontein, Road, Silvertown",Cape Town,Western Cape,021 6973786,18°30′54.623″E,33°57′48.524″S,View Map
939315,MATANDA,No,"Shop8 John Montague Centre, Montague Drive, Montague Gardens",Montague Gardens,Western Cape,021 5259121,18°31′14.506″E,33°51′41.417″S,View Map
956406,DRS NEETHLING AND TERBLANCHE INC,Yes,"Unit 6 Adam Tas Business Park, Cnr R44 & Adam Tas Road, Stellenbosch",Stellenbosch,Western Cape,021 8871671,18°51′21.723″E,33°55′26.278″S,View Map
958948,CADER,Yes,"111 Goodwood Street, Goodwood",Cape Town,Western Cape, ,18°32′48.156″E,33°54′18.36″S,View Map
979325,HOPE,No,"20b Langenhoven Street, Durbanville",Cape Town,Western Cape,087 2658690,18°38′39.191″E,33°49′51.473″S,View Map
992437,STANDER,Yes,10 Main Street,Moorreesburg,Western Cape,022 4332200,,,
998214,DELPORT,No,"Grace Medical Centre, 10 Park Road, Durbanville",Cape Town,Western Cape,021 9756064,18°38′46.74″E,33°49′34.968″S,View Map
1023519,DR HAYAT GM AND HAYAT HB INC,Yes,"95 Military Road, Steenberg",Cape Town,Western Cape,021 7012308,18°28′13.862″E,34°4′30.536″S,View Map
1039822,HARMUTH,No,"2 Augsburg Road, Clanwilliam",Clanwilliam,Western Cape,027 4822111,18°53′33.475″E,32°10′30.799″S,View Map
1052764,ASHTIKER,Yes,"Ashmed Medical Centre, 21 Church Street, Athlone",Cape Town,Western Cape,021 6966849,18°30′17.591″E,33°57′47.617″S,View Map
1053418,DR DOMINIC BASS INC,Yes,36 Voortrekker Street,Darling,Western Cape,021 9518000,,,
1054422,KOTZE,No,"Riverside Cottage Clinic, 10 Rosendale Road, Rondebosch",Cape Town,Western Cape,021 6895141,18°28′13.862″E,33°57′46.361″S,View Map
1059262,JORDAAN,Yes,131 St John Street,Oudtshoorn,Western Cape,044 2724676,,,
1059297,DR JG LE ROUX INC,No,"Office 1 Longships House, 2 Longships Drive, Plettenberg Bay",Plettenberg Bay,Western Cape,044 5335032,23°22′19.05″E,34°3′49.325″S,View Map
1063715,DU TOIT,Yes,131 St Johnstr,Oudtshoorn,Western Cape,044 2724676,,,
1069799,DR JOHANN BAARD INC,No,"Ca Cape Doctors, Ground Floor ,north Wing, Belmont Square , Belmont Road",Cape Town,Western Cape,063 4488991,,,
1078283,LALJITH-KISTEN,No,"6 Circle Road, Sunridge",Cape Town,Western Cape,069 5954441,18°30′56.129″E,33°49′45.176″S,View Map
1079646,JEFTHAS,No,"25 Plein Street, Vredenberg",Cape Town,Western Cape,022 1001270,17°59′41.3″E,32°54′27.69″S,View Map
1092413,PRETORIUS,No,"20 Dirkie Uys Street, Bredasdorp",Bredasdorp,Western Cape,028 4241161,20°2′26.072″E,34°32′1.429″S,View Map
1098608,HANGONE,Yes,202 Old Cape Road,Grabouw,Western Cape,021 8593927,,,
1403249,PATEL,Yes,"Shop 6 Tembani Shopping Centre, Capital Place, Tembani",Cape Town,Western Cape,021 3871166,18°38′13.996″E,34°0′48.14″S,View Map
1404245,DU TOIT,No,72 York Street,George,Western Cape,044 8740029,22°27′15.113″E,33°57′45.375″S,View Map
1405020,WAYNIK,No,"1 Green Point Mews, 99 Main Road, Green Point",Cape Town,Western Cape,021 4395852,18°24′36.275″E,33°54′29.142″S,View Map
1405616,COETZE,Yes,"28 Main Road, Hermanus",Hermanus,Western Cape,028 3121170,19°14′6.904″E,34°25′10.109″S,View Map
1408682,VAN DER WATT,Yes,Cnr Robertson And Zietsman Road,Mossel Bay,Western Cape,044 6913906,,,
1408755,LOCHNER,Yes,"11 Maeder Street, Victoria West",Northern Cape,Western Cape,053 6210331,23°7′14.002″E,31°24′10.846″S,View Map
1409743,PATEL,Yes,"Gatemed Centre, 106 Shaanti Crescent, Gatesville",Cape Town,Western Cape,021 7945584,18°26′48.229″E,34°1′18.691″S,View Map
1410903,DE WET,No,"Longstreet Medical Practice, Cnr Long & Unity Street, Knysna",Knysna,Western Cape,044 0503487,23°2′58.202″E,34°2′5.313″S,View Map
1420763,LOUW,No,"Shop 1 Shoprite Centre, Market Street, George",George,Western Cape,044 8747556,22°27′27.004″E,33°57′39.517″S,View Map
1421948,VAN WYK,Yes,"6 Church Street, Wellington",Wellington,Western Cape,021 8643590,19°0′18.638″E,33°38′30.261″S,View Map
469726,KHALFE,Yes,"Symphony Village, 19 Dimlang Street, Delft",Cape Town,Western Cape,021 9271001,18°37′42.594″E,33°57′54.313″S,View Map
479381,NDLUMBINI,Yes,"Shop 92a, The Junxion Mall, Philippi",Cape Town,Western Cape,021 3711344,18°36′30.644″E,34°1′11.099″S,View Map
498866,REDDY,No,"Riverside Cottage Clinic, 10 Rosendale Road, Rondebosch",Cape Town,Western Cape,021 6895141,18°28′13.939″E,33°57′46.345″S,View Map
523658,VISAGIE,No,"Shop 23 Giant Value Centre, 2 Repens Crescent, Brackenfell",Cape Town,Western Cape,021 9819426,18°41′35.749″E,33°51′14.931″S,View Map
535273,VAN DER WESTHUIZEN,No,"50 Mcintyre Street, Parow",Cape Town,Western Cape,021 9394045,18°35′15.936″E,33°54′6.732″S,View Map
542172,HARRISON,No,26 Tide Street,Knysna,Western Cape,011 4353129,28°3′20.132″E,26°16′6.25″S,View Map
550957,MATHURA,No,"105 Vryburger Avenue, Bothasig",Cape Town,Western Cape,021 5580180,18°32′40.561″E,33°51′42.57″S,View Map
573418,ADAMS,Yes,"1 Cnr Downing Street & Pallotti, Road, Montana",Cape Town,Western Cape,021 9340977,18°34′9.8″E,33°57′44.873″S,View Map
583421,VAN ZITTERS,Yes,"Shop 2 Pelican Park Shopping, Centre Strandfontein Road, Pelican Park",Cape Town,Western Cape,021 3961155,18°31′43.409″E,34°3′16.144″S,View Map
592382,FOURIE,No,"17 Cinneraria Street, Struis Bay",Struis Bay,Western Cape,028 4357130,20°3′5.198″E,34°48′8.258″S,View Map
611212,IYUN-JEJE,Yes,"113 Jakkalsvlei Avenue, Bontheuwel",Cape Town,Western Cape,021 6945495,18°33′2.376″E,33°56′41.244″S,View Map
612782,DR TREDOUX HEYNS INCORPORATED,Yes,"Tredoux Centre, 2 Voortrekker Street, Vredendal",Vredendal,Western Cape,027 2135147,18°30′19.109″E,31°39′54.428″S,View Map
635308,SOLOMON,Yes,"55 2nd Avenue, Sherwood Park",Cape Town,Western Cape,021 6910046,18°33′21.956″E,33°59′45.858″S,View Map
661295,FOURIE,Yes,"6 Berg Street, Wellington",Wellington,Western Cape,021 8731047,19°1′52.682″E,33°39′42.114″S,View Map
677086,VAN DER WESTHUIZEN,Yes,82 Old Paarl Road,Klapmuts,Western Cape,079 7273042,,,
710334,ME PETERSEN INC,Yes,"Melran House, 5 Mark Street, Avondale",Cape Town,Western Cape,021 5728054,18°29′45.032″E,33°33′45.073″S,View Map
722979,CUPIDO,Yes,"25 Plein Street, Vredenburg",Vredenburg,Western Cape,022 1250078,17°59′41.28″E,32°54′27.72″S,View Map
723967,RAJPAUL,Yes,"21 Atlantic Road, Muizenberg",Cape Town,Western Cape,021 3934455,18°37′17.919″E,34°2′59.45″S,View Map
728438,VAN DER WESTHUIZEN,No,23 Flamingo Street,Sedgefield,Western Cape,011 3260115,,,
742244,DRS ALLIE AND DAVIS INC,Yes,"337 Fountain Road, Matroosfontein",Cape Town,Western Cape,021 9326633,18°34′41.547″E,33°56′22.59″S,View Map
743283,DR M P LAMPRECHT INC,No,"19a White Street, Robertson",Robertson,Western Cape,023 6262270,19°53′0.819″E,33°48′9.303″S,View Map
759945,DOMINGO,Yes,"Shop G057 Table Bay Mall, C/o R27 And Berkshire Street",Sunningdale,Western Cape,021 4760702,18°29′42.72″E,33°48′5.04″S,View Map
774340,SABAN,Yes,"13 Simonsig Street, Westridge",Mitchell'S Plain,Western Cape,021 3925030,,,
779296,CAWOOD,No,"16 Sleigh Street, Langebaan",Langebaan,Western Cape,022 7721863,18°2′7.872″E,33°5′6.648″S,View Map
782815,DAWOOD,Yes,"Suite G21 Ground Floor, Claremont Medical & Dental Main, Claremont",Cape Town,Western Cape,021 6831237,18°27′54.69″E,33°58′46.647″S,View Map
797820,OLIVIER,No,"Dana Bay Medical Centre, 4 Malva Road, Mossel Bay",Mossel Bay,Western Cape,044 6981861,22°3′1.158″E,34°11′32.879″S,View Map
182796,BELL,Yes,"6 Central Circle, Fish Hoek",Cape Town,Western Cape,021 7826010,18°25′41.463″E,34°8′9.15″S,View Map
1482211,HEYWOOD,No,"55 The Village Artisan, Cabriere Street, Franschhoek",Franschhoek,Western Cape,021 8762474,19°6′44.639″E,33°54′21.7″S,View Map
1484141,NAROTAM,Yes,"230 Leipoldt Avenue, Parker's Dam",Worcester,Western Cape,023 3474015,19°26′43.473″E,33°39′12.234″S,View Map
1485954,JOHNSON,Yes,"108 Gordon's Bay Drive, Strand",Cape Town,Western Cape,021 8538846,18°50′11.805″E,34°7′22.441″S,View Map
1487744,CHAVDA,Yes,"D & M Centre, Andrews Road, Newfields",Cape Town,Western Cape,021 6914190,18°32′13.92″E,33°59′13.704″S,View Map
1488805,ASHTIKER,Yes,"Cnr Norwood & 22nd Avenue, Elsies River",Cape Town,Western Cape,021 9316236,18°34′36.439″E,33°55′26.379″S,View Map
1489240,PAPIER,No,"91 10th Avenue, Kensington",Cape Town,Western Cape,021 5937662,18°30′38.098″E,33°54′50.691″S,View Map
1490745,VASSEN,Yes,"67 Wein Road, Silversands",Cape Town,Western Cape,021 9091115,18°40′35.861″E,33°58′44.26″S,View Map
